Entity,Code,Day,p_proj_all_ages
Ecuador,ECU,2022-09-25,6.11
Ecuador,ECU,2022-10-02,5.92
Ecuador,ECU,2022-10-09,4.05
Ecuador,ECU,2022-10-16,6.49
Ecuador,ECU,2022-10-23,5.17
Ecuador,ECU,2022-10-30,4.86
Ecuador,ECU,2022-11-06,8.1
Ecuador,ECU,2022-11-13,-3.6
Ecuador,ECU,2022-11-20,3.72
Ecuador,ECU,2022-11-27,10.94
Ecuador,ECU,2022-12-04,16.54
Ecuador,ECU,2022-12-11,13.27
Ecuador,ECU,2022-12-18,13.33
Ecuador,ECU,2022-12-25,18.22
Ecuador,ECU,2023-01-01,22.68
Ecuador,ECU,2023-01-08,6.33
Ecuador,ECU,2023-01-15,2.27
Ecuador,ECU,2023-01-22,2.97
Ecuador,ECU,2023-01-29,3.14
Ecuador,ECU,2023-02-05,4.56
Ecuador,ECU,2023-02-12,-0.27
Ecuador,ECU,2023-02-19,3.74
Ecuador,ECU,2023-02-26,2.12
Ecuador,ECU,2023-03-05,-1.77
Ecuador,ECU,2023-03-12,2.02
Ecuador,ECU,2023-03-19,3.51
Ecuador,ECU,2023-03-26,13.6
Ecuador,ECU,2023-04-02,6.43
Ecuador,ECU,2023-04-09,5.28
Ecuador,ECU,2023-04-16,0.78
Ecuador,ECU,2023-04-23,4.1
Ecuador,ECU,2023-04-30,10.75
Ecuador,ECU,2023-05-07,14.34
Ecuador,ECU,2023-05-14,11.63
Ecuador,ECU,2023-05-21,8.59
Ecuador,ECU,2023-05-28,10.63
Ecuador,ECU,2023-06-04,8.68
Ecuador,ECU,2023-06-11,8.97
Ecuador,ECU,2023-06-18,5.7
Ecuador,ECU,2023-06-25,13.84
Ecuador,ECU,2023-07-02,7.79
Ecuador,ECU,2023-07-09,6.53
Ecuador,ECU,2023-07-16,11.81
Ecuador,ECU,2023-07-23,9.13
Ecuador,ECU,2023-07-30,6.78
Ecuador,ECU,2023-08-06,4.2
Ecuador,ECU,2023-08-13,6.71
Ecuador,ECU,2023-08-20,2.22
Ecuador,ECU,2023-08-27,7.19
Ecuador,ECU,2023-09-03,1.12
Ecuador,ECU,2023-09-10,7.31
Ecuador,ECU,2023-09-17,2.78
Ecuador,ECU,2023-09-24,10.18
Ecuador,ECU,2023-10-01,9.45
Ecuador,ECU,2023-10-08,9.11
Ecuador,ECU,2023-10-15,4.6
Ecuador,ECU,2023-10-22,4.44
Ecuador,ECU,2023-10-29,9.74
Ecuador,ECU,2023-11-05,7.83
Ecuador,ECU,2023-11-12,1.37
Egypt,EGY,2020-01-31,-2.42
Egypt,EGY,2020-02-29,3.13
Egypt,EGY,2020-03-31,5.38
Egypt,EGY,2020-04-30,-0.41
Egypt,EGY,2020-05-31,28.82
Egypt,EGY,2020-06-30,82.68
Egypt,EGY,2020-07-31,30.06
Egypt,EGY,2020-08-31,14.04
Egypt,EGY,2020-09-30,15.98
Egypt,EGY,2020-10-31,7.31
Egypt,EGY,2020-11-30,15.34
Egypt,EGY,2020-12-31,29.71
Egypt,EGY,2021-01-31,22.46
Egypt,EGY,2021-02-28,13.44
Egypt,EGY,2021-03-31,33.62
Egypt,EGY,2021-04-30,63.32
Egypt,EGY,2021-05-31,73.13
Egypt,EGY,2021-06-30,28.2
Egypt,EGY,2021-07-31,10.56
Egypt,EGY,2021-08-31,17.3
Egypt,EGY,2021-09-30,34.86
Egypt,EGY,2021-10-31,53.05
Egypt,EGY,2021-11-30,39.7
Egypt,EGY,2021-12-31,13.75
Egypt,EGY,2022-01-31,17.96
Egypt,EGY,2022-02-28,41.65
Egypt,EGY,2022-03-31,15.67
Egypt,EGY,2022-04-30,5.89
Egypt,EGY,2022-05-31,2.31
Egypt,EGY,2022-06-30,-1.21
Egypt,EGY,2022-07-31,-1.09
Egypt,EGY,2022-08-31,-3.01
Egypt,EGY,2022-09-30,-0.58
Egypt,EGY,2022-10-31,12.19
Egypt,EGY,2022-11-30,7.59
Egypt,EGY,2022-12-31,-0.65
Egypt,EGY,2023-01-31,-8.53
Egypt,EGY,2023-02-28,5.81
Egypt,EGY,2023-03-31,4.7
Egypt,EGY,2023-04-30,8.38
Egypt,EGY,2023-05-31,4.49
Egypt,EGY,2023-06-30,0.73
Egypt,EGY,2023-07-31,14.16
Egypt,EGY,2023-08-31,6.94
Egypt,EGY,2023-09-30,6.75
El Salvador,SLV,2020-01-31,2.99
El Salvador,SLV,2020-02-29,-3.79
El Salvador,SLV,2020-03-31,-20.31
El Salvador,SLV,2020-04-30,-45.19
El Salvador,SLV,2020-05-31,-43.17
El Salvador,SLV,2020-06-30,61.17
El Salvador,SLV,2020-07-31,117.72
El Salvador,SLV,2020-08-31,49.24
Estonia,EST,2020-01-05,-15.35
Estonia,EST,2020-01-12,-6.4
Estonia,EST,2020-01-19,-7.87
Estonia,EST,2020-01-26,-11.83
Estonia,EST,2020-02-02,-10.52
Estonia,EST,2020-02-09,-21.29
Estonia,EST,2020-02-16,-0.95
Estonia,EST,2020-02-23,-3.24
Estonia,EST,2020-03-01,-6.5
Estonia,EST,2020-03-08,-13.29
Estonia,EST,2020-03-15,3.94
Estonia,EST,2020-03-22,-1.36
Estonia,EST,2020-03-29,1.47
Estonia,EST,2020-04-05,3.07
Estonia,EST,2020-04-12,0.81
Estonia,EST,2020-04-19,2.01
Estonia,EST,2020-04-26,10.5
Estonia,EST,2020-05-03,3.79
Estonia,EST,2020-05-10,5.46
Estonia,EST,2020-05-17,-7.68
Estonia,EST,2020-05-24,-4.17
Estonia,EST,2020-05-31,8.31
Estonia,EST,2020-06-07,-4.98
Estonia,EST,2020-06-14,0.26
Estonia,EST,2020-06-21,1.27
Estonia,EST,2020-06-28,7.77
Estonia,EST,2020-07-05,0.87
Estonia,EST,2020-07-12,0.41
Estonia,EST,2020-07-19,3.84
Estonia,EST,2020-07-26,4.19
Estonia,EST,2020-08-02,11.97
Estonia,EST,2020-08-09,-3
Estonia,EST,2020-08-16,4.72
Estonia,EST,2020-08-23,-1.01
Estonia,EST,2020-08-30,8.09
Estonia,EST,2020-09-06,3.97
Estonia,EST,2020-09-13,-7.28
Estonia,EST,2020-09-20,9.44
Estonia,EST,2020-09-27,13.75
Estonia,EST,2020-10-04,3.69
Estonia,EST,2020-10-11,-5.16
Estonia,EST,2020-10-18,4.43
Estonia,EST,2020-10-25,1.64
Estonia,EST,2020-11-01,-10.37
Estonia,EST,2020-11-08,1.31
Estonia,EST,2020-11-15,-1.19
Estonia,EST,2020-11-22,11.58
Estonia,EST,2020-11-29,12.72
Estonia,EST,2020-12-06,13.11
Estonia,EST,2020-12-13,14.36
Estonia,EST,2020-12-20,9.66
Estonia,EST,2020-12-27,13.24
Estonia,EST,2021-01-03,15.76
Estonia,EST,2021-01-10,8.46
Estonia,EST,2021-01-17,12.16
Estonia,EST,2021-01-24,21.01
Estonia,EST,2021-01-31,3.73
Estonia,EST,2021-02-07,1.07
Estonia,EST,2021-02-14,8.83
Estonia,EST,2021-02-21,4.81
Estonia,EST,2021-02-28,17.97
Estonia,EST,2021-03-07,23.63
Estonia,EST,2021-03-14,23.86
Estonia,EST,2021-03-21,28.24
Estonia,EST,2021-03-28,27.33
Estonia,EST,2021-04-04,26.28
Estonia,EST,2021-04-11,32.94
Estonia,EST,2021-04-18,25.04
Estonia,EST,2021-04-25,20.68
Estonia,EST,2021-05-02,7.97
Estonia,EST,2021-05-09,15.95
Estonia,EST,2021-05-16,17.69
Estonia,EST,2021-05-23,2.61
Estonia,EST,2021-05-30,9.85
Estonia,EST,2021-06-06,5.7
Estonia,EST,2021-06-13,6.23
Estonia,EST,2021-06-20,10.42
Estonia,EST,2021-06-27,42.75
Estonia,EST,2021-07-04,15.89
Estonia,EST,2021-07-11,37.5
Estonia,EST,2021-07-18,18.1
Estonia,EST,2021-07-25,1.57
Estonia,EST,2021-08-01,-1.86
Estonia,EST,2021-08-08,12.94
Estonia,EST,2021-08-15,4.85
Estonia,EST,2021-08-22,2.86
Estonia,EST,2021-08-29,8.59
Estonia,EST,2021-09-05,17.37
Estonia,EST,2021-09-12,25.32
Estonia,EST,2021-09-19,7.1
Estonia,EST,2021-09-26,20.85
Estonia,EST,2021-10-03,18.78
Estonia,EST,2021-10-10,17.32
Estonia,EST,2021-10-17,19.96
Estonia,EST,2021-10-24,19.49
Estonia,EST,2021-10-31,37.86
Estonia,EST,2021-11-07,40.09
Estonia,EST,2021-11-14,37.79
Estonia,EST,2021-11-21,34.26
Estonia,EST,2021-11-28,45.81
Estonia,EST,2021-12-05,22.02
Estonia,EST,2021-12-12,25.96
Estonia,EST,2021-12-19,22.09
Estonia,EST,2021-12-26,19.09
Estonia,EST,2022-01-02,-11
Estonia,EST,2022-01-09,8.98
Estonia,EST,2022-01-16,6.1
Estonia,EST,2022-01-23,-1.07
Estonia,EST,2022-01-30,4.57
Estonia,EST,2022-02-06,12.91
Estonia,EST,2022-02-13,7.91
Estonia,EST,2022-02-20,31.03
Estonia,EST,2022-02-27,27.18
Estonia,EST,2022-03-06,17.92
Estonia,EST,2022-03-13,12.58
Estonia,EST,2022-03-20,9.9
Estonia,EST,2022-03-27,8.94
Estonia,EST,2022-04-03,1.05
Estonia,EST,2022-04-10,3.93
Estonia,EST,2022-04-17,-2.19
Estonia,EST,2022-04-24,3.54
Estonia,EST,2022-05-01,-5.5
Estonia,EST,2022-05-08,3.32
Estonia,EST,2022-05-15,9.41
Estonia,EST,2022-05-22,-8.36
Estonia,EST,2022-05-29,-4.24
Estonia,EST,2022-06-05,1
Estonia,EST,2022-06-12,13.88
Estonia,EST,2022-06-19,7.79
Estonia,EST,2022-06-26,19.87
Estonia,EST,2022-07-03,25.09
Estonia,EST,2022-07-10,14.18
Estonia,EST,2022-07-17,9.14
Estonia,EST,2022-07-24,8.05
Estonia,EST,2022-07-31,8.59
Estonia,EST,2022-08-07,14.68
Estonia,EST,2022-08-14,-5.48
Estonia,EST,2022-08-21,10.21
Estonia,EST,2022-08-28,11.85
Estonia,EST,2022-09-04,0.36
Estonia,EST,2022-09-11,6.77
Estonia,EST,2022-09-18,20.69
Estonia,EST,2022-09-25,8.91
Estonia,EST,2022-10-02,20.73
Estonia,EST,2022-10-09,4.58
Estonia,EST,2022-10-16,6.46
Estonia,EST,2022-10-23,-5.43
Estonia,EST,2022-10-30,4.18
Estonia,EST,2022-11-06,14.92
Estonia,EST,2022-11-13,15.9
Estonia,EST,2022-11-20,13.88
Estonia,EST,2022-11-27,4.05
Estonia,EST,2022-12-04,5.83
Estonia,EST,2022-12-11,23.18
Estonia,EST,2022-12-18,29.48
Estonia,EST,2022-12-25,18.35
Estonia,EST,2023-01-01,13.99
Estonia,EST,2023-01-08,11.46
Estonia,EST,2023-01-15,17.11
Estonia,EST,2023-01-22,11.01
Estonia,EST,2023-01-29,-3.09
Estonia,EST,2023-02-05,-6.81
Estonia,EST,2023-02-12,-9.72
Estonia,EST,2023-02-19,1.95
Estonia,EST,2023-02-26,-14.06
Estonia,EST,2023-03-05,-13.63
Estonia,EST,2023-03-12,-7.73
Estonia,EST,2023-03-19,-10.77
Estonia,EST,2023-03-26,-9.35
Estonia,EST,2023-04-02,-2.41
Estonia,EST,2023-04-09,-6.92
Estonia,EST,2023-04-16,-2.25
Estonia,EST,2023-04-23,8.36
Estonia,EST,2023-04-30,8.83
Estonia,EST,2023-05-07,4.25
Estonia,EST,2023-05-14,-3.26
Estonia,EST,2023-05-21,-3.59
Estonia,EST,2023-05-28,-10.08
Estonia,EST,2023-06-04,5.54
Estonia,EST,2023-06-11,8.51
Estonia,EST,2023-06-18,11.68
Estonia,EST,2023-06-25,13.62
Estonia,EST,2023-07-02,-7.34
Estonia,EST,2023-07-09,-0.82
Estonia,EST,2023-07-16,1.32
Estonia,EST,2023-07-23,1.08
Estonia,EST,2023-07-30,-10.99
Estonia,EST,2023-08-06,-1.45
Estonia,EST,2023-08-13,-12.35
Estonia,EST,2023-08-20,2.03
Estonia,EST,2023-08-27,-0.07
Estonia,EST,2023-09-03,-1.86
Estonia,EST,2023-09-10,7.4
Estonia,EST,2023-09-17,-9.51
Estonia,EST,2023-09-24,-5.41
Estonia,EST,2023-10-01,-8.04
Estonia,EST,2023-10-08,-10.82
Estonia,EST,2023-10-15,7.73
Estonia,EST,2023-10-22,13.89
Estonia,EST,2023-10-29,4.43
Estonia,EST,2023-11-05,3.19
Faroe Islands,FRO,2020-01-31,-27.91
Faroe Islands,FRO,2020-02-29,-30.23
Faroe Islands,FRO,2020-03-31,-27.54
Faroe Islands,FRO,2020-04-30,21.21
Faroe Islands,FRO,2020-05-31,-53.12
Faroe Islands,FRO,2020-06-30,9.76
Faroe Islands,FRO,2020-07-31,-7.74
Faroe Islands,FRO,2020-08-31,-20
Faroe Islands,FRO,2020-09-30,-16.15
Faroe Islands,FRO,2020-10-31,-7.98
Faroe Islands,FRO,2020-11-30,15.15
Faroe Islands,FRO,2020-12-31,-10.33
Faroe Islands,FRO,2021-01-31,-10.55
Faroe Islands,FRO,2021-02-28,2.86
Faroe Islands,FRO,2021-03-31,-40.48
Faroe Islands,FRO,2021-04-30,19.05
Faroe Islands,FRO,2021-05-31,-17.95
Faroe Islands,FRO,2021-06-30,-10.18
Faroe Islands,FRO,2021-07-31,5.26
Faroe Islands,FRO,2021-08-31,-12.92
Faroe Islands,FRO,2021-09-30,3.66
Faroe Islands,FRO,2021-10-31,-6.63
Faroe Islands,FRO,2021-11-30,27.98
Faroe Islands,FRO,2021-12-31,41.71
Faroe Islands,FRO,2022-01-31,-9.71
Faroe Islands,FRO,2022-02-28,42.86
Faroe Islands,FRO,2022-03-31,31.15
Faroe Islands,FRO,2022-04-30,10.79
Faroe Islands,FRO,2022-05-31,15.87
Faroe Islands,FRO,2022-06-30,2.64
Faroe Islands,FRO,2022-07-31,31.81
Faroe Islands,FRO,2022-08-31,18.46
Faroe Islands,FRO,2022-09-30,-7.46
Faroe Islands,FRO,2022-10-31,-14.45
Faroe Islands,FRO,2022-11-30,2.04
Faroe Islands,FRO,2022-12-31,-2.89
Faroe Islands,FRO,2023-01-31,-6.46
Faroe Islands,FRO,2023-02-28,12.95
Faroe Islands,FRO,2023-03-31,-51.5
Faroe Islands,FRO,2023-04-30,6.02
Faroe Islands,FRO,2023-05-31,-8.19
Fiji,FJI,2020-01-31,-2.08
Fiji,FJI,2020-02-29,-6.05
Fiji,FJI,2020-03-31,9.5
Fiji,FJI,2020-04-30,3.74
Fiji,FJI,2020-05-31,-0.35
Fiji,FJI,2020-06-30,11.66
Fiji,FJI,2020-07-31,7.3
Fiji,FJI,2020-08-31,9
Fiji,FJI,2020-09-30,7.93
Fiji,FJI,2020-10-31,1.41
Fiji,FJI,2020-11-30,17.36
Fiji,FJI,2020-12-31,17.97
Fiji,FJI,2021-01-31,12.72
Fiji,FJI,2021-02-28,9.08
Fiji,FJI,2021-03-31,4.64
Fiji,FJI,2021-04-30,-3.78
Fiji,FJI,2021-05-31,-3.92
Fiji,FJI,2021-06-30,24.71
Fiji,FJI,2021-07-31,83.08
Fiji,FJI,2021-08-31,63.49
Fiji,FJI,2021-09-30,20.34
Fiji,FJI,2021-10-31,13.99
Fiji,FJI,2021-11-30,10.45
Fiji,FJI,2021-12-31,9.06
Finland,FIN,2020-01-05,-11.75
Finland,FIN,2020-01-12,-11.04
Finland,FIN,2020-01-19,-11.11
Finland,FIN,2020-01-26,-9.44
Finland,FIN,2020-02-02,-7.32
Finland,FIN,2020-02-09,-2.55
Finland,FIN,2020-02-16,-1.96
Finland,FIN,2020-02-23,-2.28
Finland,FIN,2020-03-01,-8.01
Finland,FIN,2020-03-08,-1.58
Finland,FIN,2020-03-15,-1.69
Finland,FIN,2020-03-22,1.19
Finland,FIN,2020-03-29,2.1
Finland,FIN,2020-04-05,1.07
Finland,FIN,2020-04-12,10.52
Finland,FIN,2020-04-19,1.39
Finland,FIN,2020-04-26,10.17
Finland,FIN,2020-05-03,6.8
Finland,FIN,2020-05-10,6.06
Finland,FIN,2020-05-17,11.29
Finland,FIN,2020-05-24,-2.33
Finland,FIN,2020-05-31,1.89
Finland,FIN,2020-06-07,-0.34
Finland,FIN,2020-06-14,3.27
Finland,FIN,2020-06-21,8.08
Finland,FIN,2020-06-28,5.06
Finland,FIN,2020-07-05,3
Finland,FIN,2020-07-12,-2.1
Finland,FIN,2020-07-19,4.1
Finland,FIN,2020-07-26,-3.08
Finland,FIN,2020-08-02,2.31
Finland,FIN,2020-08-09,0.85
Finland,FIN,2020-08-16,0.56
Finland,FIN,2020-08-23,3.69
Finland,FIN,2020-08-30,0.49
Finland,FIN,2020-09-06,-0.95
Finland,FIN,2020-09-13,13.97
Finland,FIN,2020-09-20,3.79
Finland,FIN,2020-09-27,7.61
Finland,FIN,2020-10-04,-5.84
Finland,FIN,2020-10-11,-5.75
Finland,FIN,2020-10-18,3.61
Finland,FIN,2020-10-25,1.33
Finland,FIN,2020-11-01,7.42
Finland,FIN,2020-11-08,1.28
Finland,FIN,2020-11-15,0.89
Finland,FIN,2020-11-22,7.14
Finland,FIN,2020-11-29,5.14
Finland,FIN,2020-12-06,3.69
Finland,FIN,2020-12-13,2.24
Finland,FIN,2020-12-20,3.48
Finland,FIN,2020-12-27,-4.61
Finland,FIN,2021-01-03,-0.56
Finland,FIN,2021-01-10,-7.5
Finland,FIN,2021-01-17,-6.51
Finland,FIN,2021-01-24,0.27
Finland,FIN,2021-01-31,0.3
Finland,FIN,2021-02-07,-5.39
Finland,FIN,2021-02-14,-8.28
Finland,FIN,2021-02-21,2.92
Finland,FIN,2021-02-28,0.85
Finland,FIN,2021-03-07,-5.01
Finland,FIN,2021-03-14,-7.15
Finland,FIN,2021-03-21,-3.63
Finland,FIN,2021-03-28,-8.5
Finland,FIN,2021-04-04,-3.6
Finland,FIN,2021-04-11,-4.46
Finland,FIN,2021-04-18,-3.97
Finland,FIN,2021-04-25,-2.86
Finland,FIN,2021-05-02,-3.32
Finland,FIN,2021-05-09,0.18
Finland,FIN,2021-05-16,9.44
Finland,FIN,2021-05-23,0.99
Finland,FIN,2021-05-30,0.92
Finland,FIN,2021-06-06,3.5
Finland,FIN,2021-06-13,-1.36
Finland,FIN,2021-06-20,3.14
Finland,FIN,2021-06-27,8.51
Finland,FIN,2021-07-04,3.07
Finland,FIN,2021-07-11,12.1
Finland,FIN,2021-07-18,18.19
Finland,FIN,2021-07-25,2.74
Finland,FIN,2021-08-01,2.63
Finland,FIN,2021-08-08,9.94
Finland,FIN,2021-08-15,15.41
Finland,FIN,2021-08-22,10.45
Finland,FIN,2021-08-29,8.01
Finland,FIN,2021-09-05,8.85
Finland,FIN,2021-09-12,15.32
Finland,FIN,2021-09-19,7.12
Finland,FIN,2021-09-26,10.45
Finland,FIN,2021-10-03,11.27
Finland,FIN,2021-10-10,8.93
Finland,FIN,2021-10-17,12.93
Finland,FIN,2021-10-24,14.98
Finland,FIN,2021-10-31,6.2
Finland,FIN,2021-11-07,2.55
Finland,FIN,2021-11-14,11.97
Finland,FIN,2021-11-21,16.61
Finland,FIN,2021-11-28,16.88
Finland,FIN,2021-12-05,16.03
Finland,FIN,2021-12-12,19.67
Finland,FIN,2021-12-19,12.5
Finland,FIN,2021-12-26,10.7
Finland,FIN,2022-01-02,12.2
Finland,FIN,2022-01-09,6.45
Finland,FIN,2022-01-16,5.53
Finland,FIN,2022-01-23,16.16
Finland,FIN,2022-01-30,7.09
Finland,FIN,2022-02-06,12.02
Finland,FIN,2022-02-13,16.89
Finland,FIN,2022-02-20,11.53
Finland,FIN,2022-02-27,3.22
Finland,FIN,2022-03-06,7.74
Finland,FIN,2022-03-13,10.98
Finland,FIN,2022-03-20,9.21
Finland,FIN,2022-03-27,9.8
Finland,FIN,2022-04-03,15.97
Finland,FIN,2022-04-10,17.67
Finland,FIN,2022-04-17,17.93
Finland,FIN,2022-04-24,13.52
Finland,FIN,2022-05-01,17.05
Finland,FIN,2022-05-08,12.75
Finland,FIN,2022-05-15,12.97
Finland,FIN,2022-05-22,10.51
Finland,FIN,2022-05-29,8.75
Finland,FIN,2022-06-05,8.54
Finland,FIN,2022-06-12,1.94
Finland,FIN,2022-06-19,5.64
Finland,FIN,2022-06-26,6.34
Finland,FIN,2022-07-03,15.92
Finland,FIN,2022-07-10,11.09
Finland,FIN,2022-07-17,2.41
Finland,FIN,2022-07-24,11.56
Finland,FIN,2022-07-31,8.74
Finland,FIN,2022-08-07,14.37
Finland,FIN,2022-08-14,23.2
Finland,FIN,2022-08-21,20.71
Finland,FIN,2022-08-28,10.36
Finland,FIN,2022-09-04,6.17
Finland,FIN,2022-09-11,18.99
Finland,FIN,2022-09-18,23.15
Finland,FIN,2022-09-25,12.13
Finland,FIN,2022-10-02,14.31
Finland,FIN,2022-10-09,15.14
Finland,FIN,2022-10-16,16.42
Finland,FIN,2022-10-23,18.48
Finland,FIN,2022-10-30,16.89
Finland,FIN,2022-11-06,17.88
Finland,FIN,2022-11-13,18.39
Finland,FIN,2022-11-20,20.27
Finland,FIN,2022-11-27,20.73
Finland,FIN,2022-12-04,12.73
Finland,FIN,2022-12-11,24.47
Finland,FIN,2022-12-18,28.19
Finland,FIN,2022-12-25,28.6
Finland,FIN,2023-01-01,22.22
Finland,FIN,2023-01-08,13.28
Finland,FIN,2023-01-15,8.77
Finland,FIN,2023-01-22,2.16
Finland,FIN,2023-01-29,2.34
Finland,FIN,2023-02-05,1.27
Finland,FIN,2023-02-12,-1.24
Finland,FIN,2023-02-19,0.6
Finland,FIN,2023-02-26,1.35
Finland,FIN,2023-03-05,-5.04
Finland,FIN,2023-03-12,-5.33
Finland,FIN,2023-03-19,-3.42
Finland,FIN,2023-03-26,-5.31
Finland,FIN,2023-04-02,3.76
Finland,FIN,2023-04-09,6.66
Finland,FIN,2023-04-16,6.35
Finland,FIN,2023-04-23,11.34
Finland,FIN,2023-04-30,7.39
Finland,FIN,2023-05-07,5.54
Finland,FIN,2023-05-14,10.27
Finland,FIN,2023-05-21,8.96
Finland,FIN,2023-05-28,11.89
Finland,FIN,2023-06-04,9.99
Finland,FIN,2023-06-11,9.46
Finland,FIN,2023-06-18,16.18
Finland,FIN,2023-06-25,3.92
Finland,FIN,2023-07-02,10.17
Finland,FIN,2023-07-09,-0.02
Finland,FIN,2023-07-16,5.54
Finland,FIN,2023-07-23,4.39
Finland,FIN,2023-07-30,-6.77
Finland,FIN,2023-08-06,4.59
Finland,FIN,2023-08-13,9.28
Finland,FIN,2023-08-20,1.73
Finland,FIN,2023-08-27,4.6
Finland,FIN,2023-09-03,-0.64
Finland,FIN,2023-09-10,10.24
Finland,FIN,2023-09-17,8.99
Finland,FIN,2023-09-24,7.77
Finland,FIN,2023-10-01,4.82
Finland,FIN,2023-10-08,2.85
Finland,FIN,2023-10-15,-7.44
France,FRA,2020-01-05,-7.29
France,FRA,2020-01-12,-4.74
France,FRA,2020-01-19,-6.71
France,FRA,2020-01-26,-7.74
France,FRA,2020-02-02,-6.17
France,FRA,2020-02-09,-7.99
France,FRA,2020-02-16,-7.94
France,FRA,2020-02-23,-10.25
France,FRA,2020-03-01,-8.89
France,FRA,2020-03-08,-6.03
France,FRA,2020-03-15,1.81
France,FRA,2020-03-22,15.78
France,FRA,2020-03-29,35.62
France,FRA,2020-04-05,61.08
France,FRA,2020-04-12,53.15
France,FRA,2020-04-19,35.98
France,FRA,2020-04-26,14.35
France,FRA,2020-05-03,1.71
France,FRA,2020-05-10,0.88
France,FRA,2020-05-17,-0.67
France,FRA,2020-05-24,2.69
France,FRA,2020-05-31,-1.19
France,FRA,2020-06-07,-1.05
France,FRA,2020-06-14,-0.26
France,FRA,2020-06-21,-2.18
France,FRA,2020-06-28,4.03
France,FRA,2020-07-05,-9.25
France,FRA,2020-07-12,-1.87
France,FRA,2020-07-19,-5.68
France,FRA,2020-07-26,-1.76
France,FRA,2020-08-02,3.97
France,FRA,2020-08-09,1.85
France,FRA,2020-08-16,14.05
France,FRA,2020-08-23,-0.95
France,FRA,2020-08-30,-0.69
France,FRA,2020-09-06,2.41
France,FRA,2020-09-13,5.15
France,FRA,2020-09-20,8
France,FRA,2020-09-27,-0.5
France,FRA,2020-10-04,6.15
France,FRA,2020-10-11,3.49
France,FRA,2020-10-18,7.62
France,FRA,2020-10-25,19.54
France,FRA,2020-11-01,27.43
France,FRA,2020-11-08,34.75
France,FRA,2020-11-15,33.38
France,FRA,2020-11-22,27.96
France,FRA,2020-11-29,24.08
France,FRA,2020-12-06,21.45
France,FRA,2020-12-13,18.34
France,FRA,2020-12-20,11.96
France,FRA,2020-12-27,6.88
France,FRA,2021-01-03,11.25
France,FRA,2021-01-10,6.08
France,FRA,2021-01-17,4.89
France,FRA,2021-01-24,11.38
France,FRA,2021-01-31,9.83
France,FRA,2021-02-07,7.23
France,FRA,2021-02-14,4.26
France,FRA,2021-02-21,5.34
France,FRA,2021-02-28,0.28
France,FRA,2021-03-07,-2.62
France,FRA,2021-03-14,-1.65
France,FRA,2021-03-21,4.33
France,FRA,2021-03-28,5.3
France,FRA,2021-04-04,10.02
France,FRA,2021-04-11,10.44
France,FRA,2021-04-18,13.15
France,FRA,2021-04-25,15.78
France,FRA,2021-05-02,12.73
France,FRA,2021-05-09,11.96
France,FRA,2021-05-16,4.3
France,FRA,2021-05-23,2.92
France,FRA,2021-05-30,1.22
France,FRA,2021-06-06,1.52
France,FRA,2021-06-13,0.74
France,FRA,2021-06-20,3.57
France,FRA,2021-06-27,-8.32
France,FRA,2021-07-04,-5.96
France,FRA,2021-07-11,-5.78
France,FRA,2021-07-18,-2.63
France,FRA,2021-07-25,6.14
France,FRA,2021-08-01,-1.41
France,FRA,2021-08-08,-0.03
France,FRA,2021-08-15,8.75
France,FRA,2021-08-22,7.75
France,FRA,2021-08-29,2.23
France,FRA,2021-09-05,7.48
France,FRA,2021-09-12,12.06
France,FRA,2021-09-19,1.88
France,FRA,2021-09-26,-0.84
France,FRA,2021-10-03,2.66
France,FRA,2021-10-10,1.26
France,FRA,2021-10-17,4.59
France,FRA,2021-10-24,5.08
France,FRA,2021-10-31,6.11
France,FRA,2021-11-07,1.01
France,FRA,2021-11-14,3.88
France,FRA,2021-11-21,4.85
France,FRA,2021-11-28,8.79
France,FRA,2021-12-05,13.14
France,FRA,2021-12-12,15.92
France,FRA,2021-12-19,12.56
France,FRA,2021-12-26,14.98
France,FRA,2022-01-02,13.26
France,FRA,2022-01-09,4.55
France,FRA,2022-01-16,3.51
France,FRA,2022-01-23,5.57
France,FRA,2022-01-30,11.21
France,FRA,2022-02-06,11.43
France,FRA,2022-02-13,4.58
France,FRA,2022-02-20,1.49
France,FRA,2022-02-27,-4.75
France,FRA,2022-03-06,-4.63
France,FRA,2022-03-13,-4.11
France,FRA,2022-03-20,-1.13
France,FRA,2022-03-27,1.56
France,FRA,2022-04-03,5.87
France,FRA,2022-04-10,10.27
France,FRA,2022-04-17,13.4
France,FRA,2022-04-24,10.41
France,FRA,2022-05-01,6.23
France,FRA,2022-05-08,6.97
France,FRA,2022-05-15,3.61
France,FRA,2022-05-22,2.46
France,FRA,2022-05-29,-5.77
France,FRA,2022-06-05,2.82
France,FRA,2022-06-12,-1.07
France,FRA,2022-06-19,7.35
France,FRA,2022-06-26,1.32
France,FRA,2022-07-03,-3.67
France,FRA,2022-07-10,2.18
France,FRA,2022-07-17,16.86
France,FRA,2022-07-24,19.42
France,FRA,2022-07-31,6.81
France,FRA,2022-08-07,11.93
France,FRA,2022-08-14,12.44
France,FRA,2022-08-21,7.8
France,FRA,2022-08-28,3.39
France,FRA,2022-09-04,2.95
France,FRA,2022-09-11,2.48
France,FRA,2022-09-18,0.35
France,FRA,2022-09-25,3.84
France,FRA,2022-10-02,8.64
France,FRA,2022-10-09,9.44
France,FRA,2022-10-16,6.67
